Listing,Make,Year_model,Price,Milage,Exterior_color,Interior_color,Transmission,Drivetrain
2019 Volvo XC90 T6 R-Design,Volvo,2019,"$52,317","9,974",Silver,Gray,Automatic,AWD
2010 Mazda Mazda6 i Touring,Mazda,2010,"$6,995","135,993",Silver,Black,Automatic,FWD
2018 BMW X1 xDrive28i,BMW,2018,"$32,995","12,615",White,Black,Automatic,AWD
2019 Alfa Romeo Stelvio Ti,Alfa,2019,"$50,390",62,Silver,Black,Automatic,AWD
2017 Toyota Highlander SE,Toyota,2017,"$31,997","40,089",Silver,Black,Automatic,AWD
2018 INFINITI Q70 3.7X LUXE,INFINITI,2018,"$22,800","54,975",Blue,Gray,Automatic,RWD
2018 Chevrolet Express 3500 LT,Chevrolet,2018,"$19,260","41,511",White,Gray,Automatic,RWD
2016 Ford F-250 XLT,Ford,2016,"$25,988","56,500",Gray,Gray,Automatic,4x4/4-wheel drive
2017 FIAT 500e Battery Electric,FIAT,2017,"$9,888","12,644",Blue,Black,Automatic,FWD
2008 Porsche Cayenne GTS,Porsche,2008,"$15,988","93,761",Black,Black,Automatic,AWD
2009 Cadillac SRX V6,Cadillac,2009,"$6,610","129,233",Black,Gray,Automatic,RWD
2019 Audi Q7 55 Premium Plus,Audi,2019,"$46,998","14,277",Black,Black,Automatic,AWD
2015 Porsche Macan Turbo,Porsche,2015,"$43,880","35,507",Black,Black,Automatic,AWD
2016 Ford Focus Electric Base,Ford,2016,"$11,471","39,903",Other,Other,Automatic,FWD
2019 Audi Q5 Premium Plus,Audi,2019,"$41,777","4,657",White,Beige,Automatic,AWD
2018 Ford Transit-350 XLT,Ford,2018,"$22,994","31,924",White,Gray,Automatic,RWD
2014 Volkswagen Touareg VR6 Sport,Volkswagen,2014,"$16,698","58,644",Black,Black,Automatic,AWD
2019 Chevrolet Silverado 1500 LD LT,Chevrolet,2019,"$31,994","15,255",Black,Black,Automatic,4x4/4-wheel drive
2014 Land Rover Range Rover Sport Supercharged HSE,Land,2014,"$28,991","57,633",White,Black,Automatic,4x4/4-wheel drive
2016 Audi A6 3.0T Premium Plus,Audi,2016,"$23,000","28,000",Black,Black,Automanual,AWD
2013 Cadillac SRX Luxury Collection,Cadillac,2013,"$13,800","77,214",Silver,Brown,Automatic,FWD
2014 Chrysler 300 AWD,Chrysler,2014,"$13,800","71,080",Black,Black,Automatic,AWD
2015 Chrysler 300 S,Chrysler,2015,"$19,500","81,932",Red,Black,Automatic,RWD
2019 Chevrolet Express 2500 Work Van,Chevrolet,2019,"$21,468","19,028",White,Gray,Automatic,RWD
2017 Mercedes-Benz GLS 450 Base 4MATIC,Mercedes-Benz,2017,"$38,880","37,924",Silver,Black,Automatic,AWD
2012 Aston Martin V8 Vantage,Aston,2012,"$54,950","17,362",Black,Other,Automatic,RWD
2017 Mercedes-Benz C 300,Mercedes-Benz,2017,"$22,500","37,848",Black,Black,Automatic,AWD
