Listing,Make,Year_model,Price,Milage,Exterior_color,Interior_color,Transmission,Drivetrain,City
2019 Kia Sedona EX,Kia,2019,22990.0,23796.0,Red,Beige,Automatic,FWD,Houston
2018 Honda Odyssey EX-L,Honda,2018,30990.0,33642.0,Gray,Beige,Automatic,FWD,Houston
2017 Ford Escape SE,Ford,2017,16950.0,8000.0,Black,Gray,Automatic,FWD,Houston
2012 RAM 3500 SLT,RAM,2012,22850.0,154000.0,White,Gray,Automatic,4x4/4-wheel drive,Houston
2017 Kia Optima LX,Kia,2017,12650.0,44000.0,Black,Beige,Automatic,FWD,Houston
2019 Kia Optima SX Turbo,Kia,2019,22245.0,12315.0,Silver,Black,Automatic,FWD,Houston
2015 GMC Sierra 3500 Denali,GMC,2015,39995.0,105023.0,White,Black,Automatic,4x4/4-wheel drive,Houston
2020 Ford Transit-250 Base,Ford,2020,38995.0,5765.0,White,Gray,Automatic,RWD,Houston
2014 Hyundai Accent SE,Hyundai,2014,9991.0,33706.0,Blue,Black,Automatic,FWD,Houston
2017 Nissan Sentra SV,Nissan,2017,8491.0,95773.0,Red,Gray,CVT,FWD,Houston
2013 BMW X1 xDrive 35i,BMW,2013,14998.0,58304.0,Silver,Other,Automatic,AWD,Houston
2015 MINI Countryman Cooper,MINI,2015,10491.0,78555.0,White,Other,Other / Unknown,FWD,Houston
2015 RAM ProMaster 2500 High Roof,RAM,2015,16995.0,334836.0,White,Gray,Automatic,FWD,Houston
2016 Mercedes-Benz C 300,Mercedes-Benz,2016,19495.0,35630.0,Other,Other,Automatic,AWD,Houston
2020 Kia Optima LX,Kia,2020,15597.0,19187.0,White,Black,Automatic,FWD,Houston
2015 Land Rover Range Rover Sport Supercharged HSE,Land Rover,2015,33955.0,39581.0,Black,Beige,Automatic,4x4/4-wheel drive,Houston
2017 BMW 740 i,BMW,2017,39995.0,25036.0,Black,Black,Automatic,RWD,Houston
2008 Honda Pilot SE,Honda,2008,4771.0,181328.0,Black,Other,Automatic,FWD,Houston
2013 Ford Focus SE,Ford,2013,5771.0,85106.0,Blue,Other,Other / Unknown,FWD,Houston
2018 GMC Acadia SLE-1,GMC,2018,17995.0,47370.0,White,Black,Automatic,FWD,Houston
2019 Kia Sorento LX V6,Kia,2019,19988.0,10046.0,Silver,Black,Automatic,FWD,Houston
2012 Lexus ES 350 Base,Lexus,2012,13500.0,69003.0,Black,Black,Automatic,FWD,Houston
2019 Nissan Kicks SV,Nissan,2019,17988.0,11490.0,Black,Gray,CVT,FWD,Houston
2014 Chevrolet Malibu 1FL,Chevrolet,2014,9800.0,55087.0,Blue,Gray,Automatic,FWD,Houston
2018 Dodge Grand Caravan SE,Dodge,2018,14991.0,53070.0,Other,Other,Automatic,FWD,Houston
2019 Lexus NX 300 FWD,Lexus,2019,35888.0,5610.0,Silver,Other,Automatic,FWD,Houston
2015 Ford Edge SEL,Ford,2015,16350.0,25648.0,Black,Black,Automatic,FWD,Houston
2019 Ford Explorer Limited,Ford,2019,26991.0,31714.0,Silver,Black,Automatic,FWD,Houston
2019 GMC Yukon XL SLT,GMC,2019,40884.0,27563.0,White,Black,Automatic,RWD,Houston
2020 Buick Enclave Essence,Buick,2020,32991.0,17106.0,White,Other,Automatic,FWD,Houston
2019 Chevrolet Equinox 1LT,Chevrolet,2019,18994.0,19352.0,Red,Black,Automatic,AWD,Houston
2019 Chevrolet Malibu LT,Chevrolet,2019,17491.0,27518.0,Other,Other,CVT,FWD,Houston
2016 Chevrolet Tahoe LT,Chevrolet,2016,30881.0,58737.0,White,Black,Automatic,RWD,Houston
2015 Mitsubishi Lancer ES,Mitsubishi,2015,5995.0,100689.0,Silver,Black,CVT,FWD,Houston
2008 Mercury Grand Marquis GS,Mercury,2008,4995.0,108000.0,Gray,Gray,Automatic,RWD,Houston
2019 Ford Explorer Limited,Ford,2019,27670.0,41417.0,White,Black,Automatic,FWD,Houston
2007 Mazda CX-7 Grand Touring,Mazda,2007,4995.0,123324.0,Silver,Beige,Automatic,FWD,Houston
2019 Chevrolet Equinox Premier w/2LZ,Chevrolet,2019,20995.0,21438.0,Red,Other,Automatic,FWD,Houston
2007 Lexus RX 350,Lexus,2007,4800.0,130909.0,Black,Black,Automatic,Unknown,Houston
2006 Pontiac G6 Base,Pontiac,2006,2995.0,190641.0,Red,Black,Automatic,FWD,Houston
2018 Chevrolet Trax LS,Chevrolet,2018,12888.0,17093.0,White,Black,Automatic,FWD,Houston
2016 Hyundai Genesis 3.8,Hyundai,2016,21998.0,32668.0,Black,Gray,Automatic,RWD,Houston
2017 Nissan NV Cargo NV2500 HD SV V6,Nissan,2017,21998.0,12000.0,White,Gray,Automatic,RWD,Houston
2020 Acura MDX 3.5L,Acura,2020,35583.0,2306.0,Silver,Gray,Automatic,FWD,Houston
2019 Dodge Grand Caravan GT,Dodge,2019,14995.0,46780.0,Gray,Black,Automatic,FWD,Houston
2013 Buick Enclave Premium,Buick,2013,7500.0,168984.0,Blue,Gray,Automatic,FWD,Houston
2016 Dodge Durango Limited,Dodge,2016,26988.0,32474.0,Black,Black,Automatic,AWD,Houston
2019 GMC Sierra 1500 Denali,GMC,2019,48988.0,19776.0,Gray,Other,Automatic,4x4/4-wheel drive,Houston
2019 Toyota Highlander LE,Toyota,2019,27055.0,15718.0,White,Gray,Automatic,FWD,Houston
2018 GMC Terrain SLE,GMC,2018,18588.0,30883.0,Black,Black,Automatic,FWD,Houston
2015 Chrysler 200 S,Chrysler,2015,10400.0,71817.0,Black,Black,Automatic,FWD,Houston
2018 Mazda CX-5 Sport,Mazda,2018,17188.0,25441.0,Silver,Black,Automatic,FWD,Houston
2020 Nissan Altima 2.5 SR,Nissan,2020,20997.0,3114.0,Black,Other,CVT,FWD,Houston
2013 Chrysler Town & Country Touring,Chrysler,2013,11998.0,53461.0,Black,Black,Automatic,FWD,Houston
2020 Nissan Altima 2.5 SR,Nissan,2020,21227.0,3805.0,Black,Other,CVT,FWD,Houston
2015 Toyota Avalon XLE,Toyota,2015,11999.0,70835.0,Black,Other,Automatic,FWD,Houston
2017 Jeep Grand Cherokee Limited,Jeep,2017,23995.0,30495.0,Gray,Other,Automatic,4x4/4-wheel drive,Houston
2017 INFINITI QX50 Base,INFINITI,2017,17999.0,45188.0,White,Gray,Automatic,RWD,Houston
2016 Mazda CX-9 Grand Touring,Mazda,2016,23976.0,28310.0,White,Beige,Automatic,AWD,Houston
2019 GMC Sierra 1500 Denali,GMC,2019,43991.0,22105.0,Black,Beige,Automatic,RWD,Houston
2017 BMW 740 i,BMW,2017,37799.0,40155.0,White,Brown,Automatic,RWD,Houston
2015 Kia Optima SX Turbo,Kia,2015,14495.0,39558.0,White,Black,Automatic,FWD,Houston
2015 Buick LaCrosse Leather,Buick,2015,14997.0,52750.0,Red,Black,Automatic,FWD,Houston
2012 Lincoln MKS Base,Lincoln,2012,8995.0,85107.0,Silver,Black,Automatic,FWD,Houston
2013 Toyota Tundra Grade,Toyota,2013,14364.0,142842.0,Silver,Gray,Automatic,RWD,Houston
2017 Toyota Highlander LE Plus,Toyota,2017,25990.0,25259.0,Red,Beige,Automatic,FWD,Houston
2019 Mercedes-Benz GLS 450 Base 4MATIC,Mercedes-Benz,2019,57791.0,9306.0,Black,Black,Automatic,AWD,Houston
2015 Chevrolet Impala 2LT,Chevrolet,2015,15880.0,73760.0,White,Black,Automatic,FWD,Houston
2009 Nissan Altima 2.5 S,Nissan,2009,6998.0,69572.0,Black,Gray,CVT,FWD,Houston
2019 Nissan Pathfinder SL,Nissan,2019,19900.0,32569.0,Gray,Gray,CVT,FWD,Houston
2016 Kia Optima LX,Kia,2016,12988.0,18478.0,Green,Beige,Automatic,FWD,Houston
2019 Nissan Sentra S,Nissan,2019,11888.0,42710.0,White,Gray,Automatic,FWD,Houston
2019 Mazda CX-3 Touring,Mazda,2019,16988.0,38660.0,Black,Black,Automatic,AWD,Houston
2008 BMW 528 i,BMW,2008,5995.0,113782.0,Black,Beige,Automatic,RWD,Houston
2018 Nissan Murano S,Nissan,2018,17988.0,30858.0,Black,Gray,CVT,FWD,Houston
2019 Nissan Sentra S,Nissan,2019,11888.0,43744.0,White,Gray,Automatic,FWD,Houston
2013 Kia Soul Base,Kia,2013,7750.0,53966.0,Beige,Black,Automatic,FWD,Houston
2004 Mercedes-Benz SLK320,Mercedes-Benz,2004,8500.0,45912.0,Silver,Black,Automatic,RWD,Houston
2018 Cadillac Escalade Luxury,Cadillac,2018,43720.0,43694.0,Silver,Black,Automatic,RWD,Houston
2014 Ford Flex SE,Ford,2014,11450.0,107212.0,Brown,Beige,Automatic,FWD,Houston
2018 Chevrolet Colorado LT,Chevrolet,2018,20941.0,36435.0,White,Black,Automatic,RWD,Houston
2010 Volkswagen Eos Komfort,Volkswagen,2010,7450.0,87384.0,Blue,Beige,Manual,FWD,Houston
2018 Hyundai Santa Fe Sport 2.0T Ultimate,Hyundai,2018,22991.0,30025.0,Gray,Gray,Automatic,AWD,Houston
2019 Nissan Armada Platinum,Nissan,2019,43788.0,16531.0,Brown,Beige,Automatic,RWD,Houston
2019 Hyundai Elantra SEL,Hyundai,2019,14948.0,44341.0,White,Black,Automatic,FWD,Houston
2019 Ford F-150 XLT,Ford,2019,29900.0,26245.0,Silver,Gray,Automatic,4x4/4-wheel drive,Houston
2018 Audi Q3 2.0T Premium,Audi,2018,23481.0,25022.0,White,Black,Automatic,FWD,Houston
2018 Honda Accord LX,Honda,2018,17591.0,24073.0,Gold,Beige,CVT,FWD,Houston
2016 Nissan Murano,Nissan,2016,12950.0,69000.0,Black,Gray,Automatic,FWD,Houston
2016 Audi S7 4.0T quattro,Audi,2016,39000.0,57815.0,White,Black,Automatic,AWD,Houston
2018 Chrysler Pacifica Limited,Chrysler,2018,22990.0,45322.0,Red,Black,Automatic,FWD,Houston
2017 Genesis G80 3.8,Genesis,2017,21990.0,41687.0,Blue,Gray,Automatic,RWD,Houston
2018 Ford Taurus Limited,Ford,2018,16990.0,35290.0,Black,Beige,Automatic,FWD,Houston
2017 Chevrolet Traverse 1LT,Chevrolet,2017,19590.0,27075.0,Black,Black,Automatic,FWD,Houston
2013 Audi S7 4.0T Prestige quattro,Audi,2013,33990.0,44682.0,White,Black,Automatic,AWD,Houston
2011 Hyundai Sonata,Hyundai,2011,5850.0,114000.0,Black,Black,Automatic,FWD,Houston
2009 INFINITI FX35,INFINITI,2009,9995.0,145260.0,Brown,Brown,Automatic,AWD,Houston
2014 Audi A8 L 4.0T,Audi,2014,22995.0,70772.0,Gray,Black,Automatic,AWD,Houston
2019 Honda CR-V LX,Honda,2019,20375.0,11256.0,White,White,CVT,FWD,Houston
2013 Mercedes-Benz GL 550 4MATIC,Mercedes-Benz,2013,21991.0,114220.0,Gray,Black,Automatic,AWD,Houston
2014 Chrysler Town & Country Limited,Chrysler,2014,10691.0,108884.0,Beige,White,Automatic,FWD,Houston
2015 Ford Escape SE,Ford,2015,12991.0,50230.0,White,Gray,Automatic,FWD,Houston
2011 Toyota Camry XLE,Toyota,2011,9691.0,69922.0,Green,Gray,Automatic,FWD,Houston
2017 GMC Terrain Denali,GMC,2017,17491.0,69866.0,Silver,Gray,Automatic,FWD,Houston
2017 Mercedes-Benz GLS 450 Base 4MATIC,Mercedes-Benz,2017,40995.0,30160.0,White,Beige,Automatic,AWD,Houston
2020 BMW X2 sDrive28i,BMW,2020,37592.0,4157.0,Other,Black,Automatic,FWD,Houston
2012 Audi A7 3.0T Prestige quattro,Audi,2012,16981.0,93558.0,Silver,Black,Automatic,AWD,Houston
2014 Ford Flex SEL,Ford,2014,11990.0,88503.0,White,Other,Automatic,FWD,Houston
2010 Toyota Tundra Grade,Toyota,2010,8994.0,208876.0,Silver,Other,Automatic,RWD,Houston
2013 Dodge Grand Caravan SE,Dodge,2013,11995.0,86981.0,White,Other,Automatic,FWD,Houston
2013 Ford Taurus SEL,Ford,2013,11995.0,49639.0,Black,Black,Automatic,FWD,Houston
2017 Chevrolet Impala 1LT,Chevrolet,2017,15995.0,11017.0,White,Black,Automatic,FWD,Houston
2018 Audi SQ5 3.0T Premium Plus,Audi,2018,41050.0,11657.0,Black,Black,Automatic,AWD,Houston
2018 Volvo V90 Cross Country T5,Volvo,2018,33280.0,23824.0,White,Black,Automatic,AWD,Houston
2015 Nissan Altima 2.5 S,Nissan,2015,11995.0,76637.0,Silver,Black,CVT,FWD,Houston
2017 BMW X4 xDrive 28i,BMW,2017,24780.0,50788.0,Black,Black,Automatic,AWD,Houston
2011 Nissan Leaf SL,Nissan,2011,4995.0,41066.0,Silver,Gray,Automatic,FWD,Houston
2018 BMW 750 i xDrive,BMW,2018,43340.0,37305.0,Gray,Beige,Automatic,AWD,Houston
2017 Nissan Maxima 3.5 SV,Nissan,2017,17330.0,59344.0,Silver,Black,CVT,FWD,Houston
2018 Nissan Maxima SV,Nissan,2018,17790.0,46987.0,Red,Gray,CVT,FWD,Houston
2019 Chevrolet Traverse LT Leather,Chevrolet,2019,30680.0,15835.0,Silver,Black,Automatic,FWD,Houston
2019 Kia Optima LX,Kia,2019,13295.0,42862.0,Other,Other,Automatic,FWD,Houston
2019 Chrysler Pacifica Touring-L,Chrysler,2019,20995.0,41417.0,Gray,Black,Automatic,FWD,Houston
2017 Nissan Sentra SV,Nissan,2017,12288.0,55264.0,Gray,Gray,CVT,FWD,Houston
2017 Volkswagen Passat 1.8T SE,Volkswagen,2017,13959.0,32226.0,Silver,Black,Automatic,FWD,Houston
2017 Nissan Rogue SV,Nissan,2017,14579.0,36055.0,Black,Gray,CVT,FWD,Houston
2017 Toyota Tundra Platinum,Toyota,2017,35413.0,44387.0,Black,Black,Automatic,4x4/4-wheel drive,Houston
2018 Toyota Camry XSE,Toyota,2018,22953.0,19144.0,White,Gray,Automatic,FWD,Houston
2016 Jaguar XJ XJL Portfolio,Jaguar,2016,34808.0,27133.0,White,Other,Automatic,RWD,Houston
2017 Audi Q5 2.0T Premium Plus,Audi,2017,23689.0,29019.0,Black,Black,Automatic,AWD,Houston
2017 Mazda CX-3 Touring,Mazda,2017,13909.0,32661.0,Blue,Black,Automatic,FWD,Houston
2018 Lexus NX 300 Base,Lexus,2018,26806.0,32376.0,White,Black,Automatic,FWD,Houston
2019 Ford Fusion Hybrid SE,Ford,2019,16998.0,34145.0,White,Beige,CVT,FWD,Houston
2018 Buick Encore Preferred,Buick,2018,15995.0,11366.0,White,Other,Automatic,FWD,Houston
2018 Honda Civic Type R Touring,Honda,2018,33998.0,2669.0,White,Black,Manual,FWD,Houston
2012 Nissan Altima 2.5 S,Nissan,2012,6995.0,85424.0,Black,Gray,CVT,FWD,Houston
2016 Mercedes-Benz GLC 300,Mercedes-Benz,2016,22900.0,58690.0,White,Other,Automatic,RWD,Houston
2001 Audi TT Roadster quattro,Audi,2001,5800.0,102000.0,Black,Gray,Manual,AWD,Houston
2019 INFINITI QX80 Luxe,INFINITI,2019,44996.0,12123.0,Gray,Black,Automatic,RWD,Houston
2017 Nissan Sentra SR Turbo,Nissan,2017,14591.0,21459.0,Black,Gray,Manual,FWD,Houston
2018 Jeep Wrangler JK Unlimited Sport,Jeep,2018,25391.0,31799.0,Silver,Black,Automatic,4x4/4-wheel drive,Houston
2015 GMC Sierra 1500 SLT,GMC,2015,33500.0,51713.0,Black,Other,Automatic,4x4/4-wheel drive,Houston
2014 BMW 750 i,BMW,2014,25500.0,63510.0,Black,Other,Automatic,RWD,Houston
2012 Kia Soul Base,Kia,2012,5200.0,97233.0,Beige,Black,Automatic,FWD,Houston
2016 Chrysler 300C Base,Chrysler,2016,14433.0,78902.0,Black,Black,Automatic,RWD,Houston
2010 Nissan Rogue S,Nissan,2010,5875.0,118758.0,Black,Gray,CVT,FWD,Houston
2016 Cadillac SRX Performance Collection,Cadillac,2016,21988.0,49270.0,Silver,Black,Automatic,FWD,Houston
2019 Dodge Grand Caravan GT,Dodge,2019,15995.0,42546.0,White,Black,Automatic,FWD,Houston
2017 Dodge Journey GT,Dodge,2017,14995.0,46481.0,White,Other,Automatic,FWD,Houston
2018 Nissan Rogue S,Nissan,2018,13995.0,43349.0,Silver,Black,CVT,AWD,Houston
2019 Ford Taurus Limited,Ford,2019,18995.0,27662.0,Other,Black,Automatic,FWD,Houston
2011 Nissan Frontier SV,Nissan,2011,14988.0,58240.0,White,Beige,Automatic,RWD,Houston
2018 Cadillac Escalade ESV Platinum,Cadillac,2018,58988.0,44418.0,Black,Black,Automatic,4x4/4-wheel drive,Houston
2016 Cadillac ATS 2.0L Turbo Luxury,Cadillac,2016,25988.0,31217.0,Black,Black,Automatic,AWD,Houston
2015 Cadillac SRX Luxury Collection,Cadillac,2015,14988.0,84356.0,Silver,Black,Automatic,FWD,Houston
2016 Ford Fusion SE,Ford,2016,10997.0,61419.0,Black,Black,Automatic,FWD,Houston
2018 Volvo XC90 T6 Inscription,Volvo,2018,45388.0,18234.0,White,Orange,Automatic,AWD,Houston
2012 Chevrolet Traverse LT,Chevrolet,2012,7481.0,125496.0,Black,Black,Automatic,FWD,Houston
2015 Buick Enclave Leather,Buick,2015,12888.0,99767.0,Gray,Black,Automatic,FWD,Houston
2020 GMC Acadia SLT,GMC,2020,29992.0,11458.0,Black,Black,Automatic,FWD,Houston
2017 Audi A6 3.0T Competition Prestige,Audi,2017,34370.0,30066.0,White,Black,Automatic,AWD,Houston
2017 Ford Fusion Hybrid SE,Ford,2017,11996.0,57421.0,Other,Other,CVT,FWD,Houston
2017 Nissan Pathfinder S,Nissan,2017,15495.0,33065.0,Beige,Other,CVT,4x4/4-wheel drive,Houston
2018 GMC Acadia SLT-1,GMC,2018,27288.0,11276.0,Gray,Other,Automatic,AWD,Houston
2019 Nissan Kicks SV,Nissan,2019,16899.0,5127.0,Silver,Gray,CVT,FWD,Houston
2015 Mercedes-Benz C 300 4MATIC,Mercedes-Benz,2015,16495.0,59335.0,Black,Other,Automatic,AWD,Houston
2019 Nissan Sentra S,Nissan,2019,12887.0,4412.0,Silver,Gray,CVT,FWD,Houston
2016 Mazda CX-9 Grand Touring,Mazda,2016,23669.0,26919.0,Black,Beige,Automatic,FWD,Houston
2016 Mazda CX-9 Grand Touring,Mazda,2016,23054.0,36688.0,Gray,Black,Automatic,FWD,Houston
2011 Ford Explorer Base,Ford,2011,11998.0,68548.0,Silver,Other,Automatic,4x4/4-wheel drive,Houston
2012 Cadillac CTS Luxury,Cadillac,2012,12997.0,32514.0,White,Beige,Automatic,RWD,Houston
2015 Mercedes-Benz SLK 250,Mercedes-Benz,2015,12995.0,79767.0,Red,Black,Automatic,RWD,Houston
2017 Toyota 86 Base,Toyota,2017,18990.0,46120.0,Silver,Black,Manual,RWD,Houston
2014 Ford Expedition EL,Ford,2014,17723.0,83978.0,White,Gray,Automatic,RWD,Houston
2018 Mitsubishi Outlander Sport ES 2.0,Mitsubishi,2018,13998.0,34537.0,Blue,Black,CVT,FWD,Houston
2017 Cadillac XTS Luxury,Cadillac,2017,17456.0,64005.0,White,Black,Automatic,FWD,Houston
2018 Volkswagen Tiguan 2.0T SEL,Volkswagen,2018,22996.0,15883.0,Gray,Gray,Automatic,AWD,Houston
2017 Nissan Pathfinder SV,Nissan,2017,14500.0,43005.0,Red,Gray,CVT,FWD,Houston
2015 Hyundai Veloster Base,Hyundai,2015,10488.0,51100.0,Gray,Black,Automatic,FWD,Houston
2019 Honda Ridgeline RTL-E,Honda,2019,32888.0,17331.0,White,Black,Automatic,AWD,Houston
2019 Honda Pilot EX,Honda,2019,25491.0,15588.0,Blue,Other,Automatic,FWD,Houston
2005 Hummer H2,Hummer,2005,18500.0,116925.0,Gray,Black,Automatic,4x4/4-wheel drive,Houston
2017 Cadillac XT5 Luxury,Cadillac,2017,25993.0,28890.0,Black,Black,Automatic,FWD,Houston
2019 BMW 530 i,BMW,2019,33491.0,17228.0,White,Other,Automatic,RWD,Houston
2016 Buick Enclave Premium,Buick,2016,21773.0,78570.0,White,Black,Automatic,AWD,Houston
2016 Hyundai Santa Fe Sport 2.4L,Hyundai,2016,13948.0,39415.0,Blue,Gray,Automatic,FWD,Houston
2018 Ford Focus SE,Ford,2018,13400.0,17201.0,Gray,Other,Other / Unknown,FWD,Houston
2013 Honda Fit Sport w/ Navigation,Honda,2013,9900.0,53891.0,Red,Other,Automatic,FWD,Houston
2018 Toyota Highlander Hybrid Limited,Toyota,2018,35900.0,29224.0,White,Other,CVT,AWD,Houston
2018 BMW X3 xDrive30i,BMW,2018,34900.0,13002.0,Gray,Black,Automatic,AWD,Houston
2018 Nissan Rogue SV,Nissan,2018,15792.0,36121.0,White,Gray,CVT,FWD,Houston
2017 BMW 440 i,BMW,2017,37809.0,17821.0,Gray,White,Automatic,RWD,Houston
2017 Maserati Ghibli Base,Maserati,2017,33999.0,20615.0,White,Black,Automatic,RWD,Houston
2016 Mercedes-Benz GLE 450 AMG Coupe 4MATIC,Mercedes-Benz,2016,44995.0,26152.0,Silver,Black,Automatic,AWD,Houston
2012 Toyota Corolla S,Toyota,2012,9995.0,64522.0,Red,Gray,Automatic,FWD,Houston
2018 Nissan Armada SL,Nissan,2018,28990.0,43059.0,Blue,Black,Automatic,RWD,Houston
2013 Mercedes-Benz GL 550 4MATIC,Mercedes-Benz,2013,29900.0,73426.0,White,Black,Automatic,AWD,Houston
2017 Genesis G80 3.8,Genesis,2017,24590.0,29207.0,Blue,Beige,Automatic,RWD,Houston
2018 Mercedes-Benz AMG C 63 S,Mercedes-Benz,2018,57990.0,23545.0,Black,Other,Automatic,RWD,Houston
2009 Volkswagen Jetta S,Volkswagen,2009,3999.0,108000.0,White,Beige,Automatic,FWD,Houston
2017 Jeep Patriot High Altitude,Jeep,2017,15990.0,25295.0,Blue,Black,Automatic,4x4/4-wheel drive,Houston
2014 Hyundai Genesis 3.8,Hyundai,2014,16490.0,31413.0,Black,Black,Automatic,RWD,Houston
2015 Ford Explorer Sport,Ford,2015,15950.0,96000.0,Red,Brown,Automatic,4x4/4-wheel drive,Houston
2009 Chevrolet Tahoe LTZ,Chevrolet,2009,10450.0,104000.0,Black,Black,Automatic,RWD,Houston
2017 Mercedes-Benz AMG E 43 Base 4MATIC,Mercedes-Benz,2017,52995.0,29638.0,White,Black,Automatic,AWD,Houston
2012 Audi Q5 2.0T Premium,Audi,2012,13249.0,79199.0,Black,Other,Automatic,AWD,Houston
2017 Toyota Tacoma,Toyota,2017,20999.0,67200.0,White,Beige,Automatic,RWD,Houston
2016 Nissan Versa 1.6 SV,Nissan,2016,6491.0,34604.0,Black,Gray,CVT,FWD,Houston
2017 Hyundai Elantra SE,Hyundai,2017,8291.0,81256.0,Black,Gray,Manual,FWD,Houston
2017 Kia Forte S,Kia,2017,9991.0,44242.0,Blue,Black,Automatic,FWD,Houston
2012 Chevrolet Tahoe LT,Chevrolet,2012,13988.0,120740.0,White,Beige,Automatic,RWD,Houston
2007 Ford Explorer Eddie Bauer,Ford,2007,4999.0,93852.0,Gray,Other,Automatic,RWD,Houston
2011 Mercedes-Benz ML 350,Mercedes-Benz,2011,13991.0,44501.0,Other,Other,Automatic,RWD,Houston
2016 GMC Sierra 1500 SLE,GMC,2016,24791.0,29964.0,Gray,Black,Automatic,4x4/4-wheel drive,Houston
2018 Audi Q5 2.0T Tech Premium,Audi,2018,31981.0,23683.0,White,Beige,Automatic,AWD,Houston
2017 Mercedes-Benz C 300,Mercedes-Benz,2017,29995.0,18281.0,Other,Red,Automatic,RWD,Houston
2016 Toyota Avalon Hybrid XLE Premium,Toyota,2016,18885.0,29827.0,Red,Black,CVT,FWD,Houston
2019 Lexus NX 300,Lexus,2019,32667.0,9434.0,Silver,White,Automatic,FWD,Houston
2017 BMW 540 i,BMW,2017,34799.0,32490.0,Gray,White,Automatic,RWD,Houston
2016 BMW 340 i,BMW,2016,24399.0,30380.0,Blue,Brown,Automatic,RWD,Houston
2014 Ford F-450 Lariat,Ford,2014,38990.0,99871.0,Black,Black,Automatic,4x4/4-wheel drive,Houston
2019 Honda Pilot LX,Honda,2019,24651.0,28807.0,Black,Other,Automatic,FWD,Houston
2003 Honda S2000,Honda,2003,10500.0,109557.0,Blue,Blue,Manual,RWD,Houston
2013 Chevrolet Avalanche LTZ,Chevrolet,2013,14991.0,169655.0,Black,Other,Automatic,4x4/4-wheel drive,Houston
2010 Saturn Vue XE w/1SB,Saturn,2010,4991.0,106259.0,Gold,Beige,Automatic,FWD,Houston
2017 Nissan Pathfinder S,Nissan,2017,18900.0,22705.0,Gray,Gray,Automatic,FWD,Houston
2014 Ford Explorer XLT,Ford,2014,14995.0,66076.0,Black,Beige,Automatic,FWD,Houston
2019 Ford Fusion Hybrid SE,Ford,2019,14450.0,47769.0,White,Black,CVT,FWD,Houston
2015 Lexus NX 200t,Lexus,2015,19780.0,54572.0,Black,Beige,Automatic,FWD,Houston
2015 Lincoln Navigator,Lincoln,2015,24210.0,63849.0,Silver,Beige,Automatic,RWD,Houston
2016 Ford Transit Connect XLT,Ford,2016,17991.0,15002.0,White,Other,Automatic,FWD,Houston
2017 Nissan Maxima 3.5 S,Nissan,2017,17994.0,54170.0,White,Gray,CVT,FWD,Houston
2018 Nissan Sentra S,Nissan,2018,11442.0,38920.0,Black,Gray,CVT,FWD,Houston
2019 GMC Yukon SLT,GMC,2019,38390.0,39931.0,Black,Black,Automatic,4x4/4-wheel drive,Houston
2019 Nissan Frontier SV,Nissan,2019,19994.0,20761.0,Other,Other,Automatic,RWD,Houston
2008 Toyota RAV4 Limited,Toyota,2008,6800.0,119891.0,Black,Gray,Automatic,4x4/4-wheel drive,Houston
2017 Land Rover Discovery Sport SE,Land Rover,2017,20557.0,66957.0,Black,Black,Automatic,4x4/4-wheel drive,Houston
2017 INFINITI Q60 3.0T Premium,INFINITI,2017,26998.0,41070.0,Black,Gray,Automatic,RWD,Houston
2018 Hyundai Santa Fe Sport 2.4L,Hyundai,2018,16991.0,38387.0,White,Gray,Automatic,FWD,Houston
2013 Chevrolet Cruze LS,Chevrolet,2013,6991.0,92320.0,Other,Other,Automatic,FWD,Houston
2013 Volkswagen Jetta SportWagen TDI,Volkswagen,2013,10989.0,64741.0,Silver,Black,Manual,FWD,Houston
2018 Nissan Pathfinder SV,Nissan,2018,19341.0,20192.0,Blue,Gray,CVT,FWD,Houston
2009 Volkswagen Tiguan S,Volkswagen,2009,4995.0,142240.0,Silver,Beige,Automatic,FWD,Houston
2019 GMC Sierra 1500 Elevation,GMC,2019,29995.0,16009.0,White,Other,Automatic,RWD,Houston
2018 Honda Odyssey EX-L,Honda,2018,26850.0,22070.0,Black,Gray,Automatic,FWD,Houston
2015 Nissan Pathfinder S,Nissan,2015,13591.0,69484.0,Black,Gray,CVT,FWD,Houston
2019 Mercedes-Benz GLC 300 Base,Mercedes-Benz,2019,33996.0,9996.0,White,Beige,Automatic,RWD,Houston
2016 Ford F-350 King Ranch,Ford,2016,32995.0,147803.0,Red,Brown,Automatic,4x4/4-wheel drive,Houston
2013 Toyota Highlander SE,Toyota,2013,15583.0,77060.0,Black,Black,Automatic,FWD,Houston
2019 Buick Encore Preferred,Buick,2019,17112.0,8180.0,Black,Black,Automatic,FWD,Houston
2012 Mazda CX-9 Grand Touring,Mazda,2012,9995.0,74679.0,Silver,Black,Automatic,AWD,Houston
2009 Acura TL 3.5,Acura,2009,8444.0,103085.0,White,Beige,Automatic,FWD,Houston
2013 Lexus LS 460 L,Lexus,2013,24995.0,90242.0,Silver,Black,Automatic,RWD,Houston
2016 GMC Acadia Denali,GMC,2016,21988.0,50114.0,Red,Beige,Automatic,FWD,Houston
2017 Hyundai Accent SE,Hyundai,2017,7495.0,62433.0,Red,Gray,Automatic,FWD,Houston
2020 Nissan Altima 2.5 SR,Nissan,2020,21327.0,3291.0,Black,Other,CVT,FWD,Houston
