Listing,Make,Year_model,Price,Milage,Exterior_color,Interior_color,Transmission,Drivetrain
2016 Ford C-Max Energi SEL,Ford,2016,"$12,500","39,942",White,Gray,CVT,FWD
2018 Hyundai Accent SE,Hyundai,2018,"$11,818","24,941",Gray,Black,Automatic,FWD
2018 Lexus RX 350L Premium,Lexus,2018,"$38,881","12,379",Silver,Black,Automatic,FWD
2019 Cadillac Escalade ESV Luxury,Cadillac,2019,"$47,999","32,528",Black,Black,Automatic,RWD
2017 Audi A4 2.0T Premium Plus,Audi,2017,"$20,499","28,683",Blue,Brown,Automatic,FWD
2019 Dodge Grand Caravan SXT,Dodge,2019,"$16,300","45,238",Gray,Black,Automatic,FWD
2007 GMC Envoy SLE,GMC,2007,"$4,599","118,468",Black,Gray,Automatic,4x4/4-wheel drive
2016 Cadillac CT6 Platinum AWD,Cadillac,2016,"$41,884","30,719",White,Black,Automatic,AWD
2019 Ford Transit Connect XLT,Ford,2019,"$25,694","2,575",White,Black,Automatic,FWD
2019 Nissan Versa SV,Nissan,2019,"$11,000","18,953",White,Gray,CVT,FWD
2019 BMW 740 i,BMW,2019,"$42,200","15,510",White,Other,Automatic,RWD
2019 Hyundai Veloster Base,Hyundai,2019,"$12,600","25,483",White,Black,Automatic,FWD
2013 FIAT 500 Abarth,FIAT,2013,"$9,999","40,100",Gray,Other,Manual,FWD
2019 BMW 740 i,BMW,2019,"$43,500","12,002",Silver,Other,Automatic,RWD
2019 Chrysler Pacifica Touring-L,Chrysler,2019,"$20,990","39,610",Silver,Black,Automatic,FWD
2011 Toyota Sienna LE,Toyota,2011,"$13,350","71,525",White,Gray,Automatic,FWD
2013 Honda Odyssey EX,Honda,2013,"$12,500","84,929",Brown,Gray,Automatic,FWD
2018 Volkswagen Golf GTI 2.0T SE 4-Door,Volkswagen,2018,"$21,500","9,799",White,Black,Automatic,FWD
2015 Ford Flex SEL,Ford,2015,"$19,100","60,358",Gray,Black,Automatic,AWD
2015 BMW X4 xDrive28i,BMW,2015,"$21,950","56,307",Gray,White,Automatic,AWD
2019 Nissan Versa SV,Nissan,2019,"$10,800","28,198",Red,Gray,CVT,FWD
2019 Chrysler Pacifica Touring L,Chrysler,2019,"$21,900","31,079",Gray,Black,Automatic,FWD
2018 Honda Civic Sport,Honda,2018,"$18,350","20,407",Black,Black,CVT,FWD
2019 Chrysler Pacifica Touring L,Chrysler,2019,"$22,100","27,937",Black,Black,Automatic,FWD
2019 Mitsubishi Outlander SE,Mitsubishi,2019,"$14,497","22,981",Gray,Black,CVT,FWD
2018 Nissan Sentra SV,Nissan,2018,"$13,477","12,919",Silver,Gray,CVT,FWD
2019 Volvo XC60 T5 FWD MOMENTUM,Volvo,2019,"$37,995","22,713",Gray,Gray,Automatic,FWD
2017 BMW 330 i,BMW,2017,"$23,000","36,650",Gray,Black,Automatic,RWD
2017 BMW X3 xDrive35i,BMW,2017,"$33,500","20,964",Black,Brown,Automatic,AWD
2019 Honda Passport Sport,Honda,2019,"$27,000",12,Blue,Black,Automatic,FWD
2016 GMC Terrain SLT,GMC,2016,"$15,995","60,032",Black,Black,Automatic,FWD
2017 BMW X1 sDrive28i,BMW,2017,"$23,000","15,168",Gray,Black,Automatic,FWD
2019 Nissan Sentra SV,Nissan,2019,"$11,600","33,803",Silver,Gray,Automatic,FWD
2017 Toyota Corolla SE,Toyota,2017,"$12,995","41,286",White,Black,CVT,FWD
2012 Porsche Cayenne S,Porsche,2012,"$23,000","67,230",Black,Beige,Automatic,AWD
2016 Land Rover Discovery Sport SE,Land,2016,"$19,800","58,198",Black,Black,Automatic,4x4/4-wheel drive
2015 Lexus RX 450h Base,Lexus,2015,"$26,300","49,978",White,Gray,CVT,FWD
2019 Dodge Grand Caravan GT,Dodge,2019,"$18,561","36,810",Gray,Black,Automatic,FWD
2015 Toyota Yaris LE,Toyota,2015,"$10,490","15,151",Red,Black,Automatic,FWD
2019 Acura RDX A-Spec,Acura,2019,"$36,500","7,277",Blue,Black,Automatic,FWD
2012 Scion xB 4-SPD,Scion,2012,"$8,500","93,570",Brown,Gray,Automatic,FWD
2012 Ford E150 VERYCLEAN EXCELLENTMAINTENANCEHIST,Ford,2012,"$9,988","126,399",White,Gray,Automatic,RWD
2011 Chevrolet HHR LT,Chevrolet,2011,"$7,988","114,988",White,Gray,Automatic,FWD
2017 Mercedes-Benz GLE 350 Base 4MATIC,Mercedes-Benz,2017,"$30,999","21,664",Gray,Black,Automatic,AWD
